mdb_source_id,data_type,entity_type,location.country_code,location.country_name,location.subdivision_name,location.municipality,provider,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment,region_and_agency,location_and_agency,location&agency_tally
1166,gtfs,NA,AU,Australia,Queensland,Townsville,Townsville,NA,NA,NA,NA,https://transitfeeds.com/p/translink/18/latest/download,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-townsville-gtfs-1166.zip?alt=media,NA,-19.393504,-19.189667,146.646356,146.850212,2022-03-23T18:39:12Z,inactive,NA,NA,NA,Queensland>Townsville,Australia>Queensland>Townsville,1
673,gtfs,NA,AU,Australia,Queensland,NA,Trans North Innisfail,NA,NA,NA,NA,https://gtfsrt.api.translink.com.au/GTFS/INN_GTFS.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-trans-north-innisfail-gtfs-673.zip?alt=media,NA,-17.543952,-16.819678,145.424125,146.076331,2022-03-16T22:00:50Z,NA,NA,NA,NA,Queensland>Trans North Innisfail,Australia>Queensland>Trans North Innisfail,1
1214,gtfs,NA,AU,Australia,Queensland,Airlie Beach,TransLink Brisbane,Airlie Beach,NA,NA,NA,https://transitfeeds.com/p/translink/4/latest/download,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-brisbane-gtfs-1214.zip?alt=media,https://data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/2f002735-7373-46f0-b63d-8ba3a0b28f65,-20.406011,-20.264272,148.57356,148.785562,2022-03-23T23:05:13Z,inactive,NA,NA,NA,Queensland>TransLink Brisbane,Australia>Queensland>TransLink Brisbane,5
1215,gtfs,NA,AU,Australia,Queensland,Bundaberg,TransLink Brisbane,Bundaberg,NA,NA,NA,https://transitfeeds.com/p/translink/6/latest/download,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-brisbane-gtfs-1215.zip?alt=media,https://data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/699184c3-8c0e-44db-8a83-7e23709aefbe,-24.92194,-24.695965,152.239464,152.492233,2022-03-23T23:05:15Z,inactive,NA,NA,NA,Queensland>TransLink Brisbane,Australia>Queensland>TransLink Brisbane,5
1216,gtfs,NA,AU,Australia,Queensland,Gympie,TransLink Brisbane,Gympie,NA,NA,NA,https://transitfeeds.com/p/translink/9/latest/download,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-brisbane-gtfs-1216.zip?alt=media,https://data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/254f67be-ea12-4da1-8475-c5424359290e,-26.223348,-25.901583,152.639085,153.091887,2022-03-23T23:05:18Z,inactive,NA,NA,NA,Queensland>TransLink Brisbane,Australia>Queensland>TransLink Brisbane,5
1217,gtfs,NA,AU,Australia,Queensland,Kilcoy,TransLink Brisbane,Kilcoy,NA,NA,NA,https://transitfeeds.com/p/translink/11/latest/download,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-brisbane-gtfs-1217.zip?alt=media,https://data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/254f67be-ea12-4da1-8475-c5424359290e,-27.1031,-26.923223,152.564827,152.962316,2022-03-23T23:05:20Z,inactive,NA,NA,NA,Queensland>TransLink Brisbane,Australia>Queensland>TransLink Brisbane,5
1218,gtfs,NA,AU,Australia,Queensland,Yeppoon,TransLink Brisbane,Yeppoon,NA,NA,NA,https://transitfeeds.com/p/translink/20/latest/download,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-brisbane-gtfs-1218.zip?alt=media,https://data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/254f67be-ea12-4da1-8475-c5424359290e,-23.638604,-23.099315,150.387628,150.826186,2022-03-23T23:05:26Z,inactive,NA,NA,NA,Queensland>TransLink Brisbane,Australia>Queensland>TransLink Brisbane,5
674,gtfs,NA,AU,Australia,Queensland,Cairns,TransLink Sunbus Cairns,NA,NA,NA,NA,https://gtfsrt.api.translink.com.au/GTFS/CNS_GTFS.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-sunbus-cairns-gtfs-674.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/9850f8e5-f572-4de7-97c5-84d45526f9bd,-17.104064,-16.743567,145.663264,145.786494,2022-03-16T22:00:53Z,NA,NA,NA,NA,Queensland>TransLink Sunbus Cairns,Australia>Queensland>TransLink Sunbus Cairns,1
650,gtfs,NA,AU,Australia,Queensland,Magnetic Island,Translink Magnetic Island,NA,NA,NA,NA,https://gtfsrt.api.translink.com.au/GTFS/MAG_GTFS.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-magnetic-island-gtfs-650.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/81030a70-b1e1-4cb1-b7ae-67051d1368e5,-19.180021,-19.117094,146.837611,146.868939,2022-03-16T21:18:34Z,NA,NA,NA,NA,Queensland>Translink Magnetic Island,Australia>Queensland>Translink Magnetic Island,1
679,gtfs,NA,AU,Australia,Queensland,Magnetic Island,Translink Magnetic Island Ferry,NA,NA,NA,NA,https://gtfsrt.api.translink.com.au/GTFS/MIF_GTFS.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-magnetic-island-ferry-gtfs-679.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/a7a3282c-ce87-4b4e-8b7b-70a4cc081ed6?truncate=30&inner_span=True,-19.25514,-19.158991,146.825978,146.855407,2022-03-16T22:01:09Z,NA,NA,NA,NA,Queensland>Translink Magnetic Island Ferry,Australia>Queensland>Translink Magnetic Island Ferry,1
668,gtfs,NA,AU,Australia,Queensland,NA,Translink South East Queensland (Translink SEQ),NA,NA,NA,NA,https://gtfsrt.api.translink.com.au/GTFS/SEQ_GTFS.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-south-east-queensland-translink-seq-gtfs-668.zip?alt=media,https://data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-seq/resource/be7f19e5-3ee8-4396-b9eb-46f6b4ce8039,-28.172196,-26.15939,152.124238,153.543374,2022-03-16T22:00:35Z,NA,NA,NA,NA,Queensland>Translink South East Queensland (Translink SEQ),Australia>Queensland>Translink South East Queensland (Translink SEQ),1
676,gtfs,NA,AU,Australia,Queensland,Proserpine,Whitsunday Transit,NA,NA,NA,NA,https://gtfsrt.api.translink.com.au/GTFS/WHT_GTFS.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-whitsunday-transit-gtfs-676.zip?alt=media,NA,-20.406011,-20.264272,148.57356,148.785562,2022-03-16T22:00:59Z,NA,NA,NA,NA,Queensland>Whitsunday Transit,Australia>Queensland>Whitsunday Transit,1
651,gtfs,NA,AU,Australia,Queensland,Maryborough,Wide Bay Transit,Maryborough-Hervey Bay,NA,NA,NA,https://gtfsrt.api.translink.com.au/GTFS/MHB_GTFS.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-wide-bay-transit-gtfs-651.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/ee40c2d4-f170-426d-9719-3cc3e32c567c,-25.560525,-25.183988,152.558177,152.908899,2022-03-16T21:18:37Z,NA,NA,NA,NA,Queensland>Wide Bay Transit,Australia>Queensland>Wide Bay Transit,1
655,gtfs,NA,AU,Australia,Queensland,Rockhampton,Youngs Bus Service,NA,NA,NA,NA,https://gtfsrt.api.translink.com.au/GTFS/YEP_GTFS.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-youngs-bus-service-gtfs-655.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/63dec6b1-bb77-470f-bb34-54fa0db3d6a7,-23.638604,-23.099773,150.387628,150.826186,2022-03-16T21:18:51Z,NA,NA,NA,NA,Queensland>Youngs Bus Service,Australia>Queensland>Youngs Bus Service,1
660,gtfs,NA,AU,Australia,South Australia,Adelaide,Adelaide Metro,NA,NA,NA,NA,https://gtfs.adelaidemetro.com.au/v1/static/latest/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-south-australia-adelaide-metro-gtfs-660.zip?alt=media,NA,-35.339223,-34.571043,138.445316,139.036087,2022-03-16T21:38:51Z,NA,NA,NA,NA,South Australia>Adelaide Metro,Australia>South Australia>Adelaide Metro,1
1251,gtfs,NA,AU,Australia,Tasmania,NA,MerseyLink,NA,NA,NA,NA,https://transitfeeds.com/p/merseylink/1221/latest/download,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-tasmania-merseylink-gtfs-1251.zip?alt=media,https://www.merseylink.com.au/gtfs-feed/,NA,NA,NA,NA,2022-03-24T00:15:40Z,inactive,fares-v1,NA,NA,Tasmania>MerseyLink,Australia>Tasmania>MerseyLink,1
681,gtfs,NA,AU,Australia,Tasmania,Burnie,MetroTas Burnie,NA,NA,NA,NA,http://www.metrotas.com.au/wp-content/uploads/transit/Burnie/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-tasmania-metrotas-burnie-gtfs-681.zip?alt=media,NA,-41.55744214603599,-40.7606108112925,145.12451253471826,147.1571264979121,2022-03-16T22:01:29Z,NA,NA,NA,NA,Tasmania>MetroTas Burnie,Australia>Tasmania>MetroTas Burnie,1
665,gtfs,NA,AU,Australia,Tasmania,Hobart,MetroTas Hobart,NA,NA,NA,NA,http://www.metrotas.com.au/wp-content/uploads/transit/Hobart/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-tasmania-metrotas-hobart-gtfs-665.zip?alt=media,NA,-43.31239511583733,-41.04707909408461,145.318106,148.303394,2022-03-16T22:00:13Z,NA,NA,NA,NA,Tasmania>MetroTas Hobart,Australia>Tasmania>MetroTas Hobart,1
682,gtfs,NA,AU,Australia,Tasmania,Launceston,MetroTas Launceston,NA,NA,NA,NA,http://www.metrotas.com.au/wp-content/uploads/transit/Launceston/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-tasmania-metrotas-launceston-gtfs-682.zip?alt=media,NA,-42.88489072090745,-41.00315447,146.8052311,148.3035978,2022-03-16T22:01:36Z,NA,NA,NA,NA,Tasmania>MetroTas Launceston,Australia>Tasmania>MetroTas Launceston,1
1281,gtfs,NA,AU,Australia,Victoria,NA,Mornington Railway,NA,NA,NA,NA,https://transitfeeds.com/p/mornington-railway/806/latest/download,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-victoria-mornington-railway-gtfs-1281.zip?alt=media,NA,-38.22984964539984,-38.21404566869699,145.0502921640873,145.10695785284042,2022-03-24T00:18:29Z,inactive,NA,NA,NA,Victoria>Mornington Railway,Australia>Victoria>Mornington Railway,1
649,gtfs,NA,AU,Australia,Victoria,NA,Port Phillip Ferries,NA,NA,NA,NA,https://github.com/PPF-GTFS/GTFS/raw/main/GTFS.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-victoria-port-phillip-ferries-gtfs-649.zip?alt=media,NA,-38.14312171418421,-37.81696682290608,144.36218577889218,144.9450472321603,2022-03-16T21:18:30Z,inactive,NA,NA,NA,Victoria>Port Phillip Ferries,Australia>Victoria>Port Phillip Ferries,1
657,gtfs,NA,AU,Australia,Victoria,Melbourne,Public Transport Victoria (PTV),NA,NA,NA,NA,http://data.ptv.vic.gov.au/downloads/gtfs.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-victoria-public-transport-victoria-ptv-gtfs-657.zip?alt=media,https://www.data.vic.gov.au/data/dataset/ptv-timetable-and-geographic-information-2015-gtfs,NA,NA,NA,NA,2022-04-21T18:51:23Z,NA,NA,NA,NA,Victoria>Public Transport Victoria (PTV),Australia>Victoria>Public Transport Victoria (PTV),1
1169,gtfs,NA,AU,Australia,Western Australia,Perth,Transperth,NA,NA,NA,NA,https://transitfeeds.com/p/transperth/2/latest/download,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-western-australia-transperth-gtfs-1169.zip?alt=media,NA,-35.0682822222222,-20.3008238888889,113.649835555556,121.893761666667,2022-03-23T18:41:49Z,NA,NA,NA,NA,Western Australia>Transperth,Australia>Western Australia>Transperth,1
859,gtfs,NA,AT,Austria,NA,NA,Bean Shuttle,NA,NA,NA,NA,http://gtfs.beanshuttle.com/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/at-unknown-bean-shuttle-gtfs-859.zip?alt=media,NA,47.55705985377181,48.810539,13.044686168432236,16.562506556510925,2022-03-17T15:25:27Z,inactive,fares-v1,NA,NA,NA>Bean Shuttle,Austria>NA>Bean Shuttle,1
648,gtfs,NA,AT,Austria,Wien,NA,"Wiener Lokalbahnen (WLB), Wiener Linien",NA,NA,NA,NA,http://www.wienerlinien.at/ogd_realtime/doku/ogd/gtfs/gtfs.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/at-wien-wiener-lokalbahnen-wlb-gtfs-648.zip?alt=media,NA,47.9995020902886,48.3011051975429,16.1977025532707,16.5494019702052,2022-03-16T21:18:29Z,NA,NA,NA,NA,"Wien>Wiener Lokalbahnen (WLB), Wiener Linien","Austria>Wien>Wiener Lokalbahnen (WLB), Wiener Linien",1
685,gtfs,NA,BE,Belgium,Antwerpen,NA,De Waterbus,NA,NA,NA,NA,https://addtransit.com/gtfsfile/85165/DeWaterbus.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-antwerpen-de-waterbus-gtfs-685.zip?alt=media,NA,51.1431779315168,51.302229653616,4.286191463470459,4.5152118,2022-03-16T22:03:23Z,NA,fares-v1,NA,NA,Antwerpen>De Waterbus,Belgium>Antwerpen>De Waterbus,1
1860,gtfs,NA,BE,Belgium,Antwerpen,Antwerp,DeWaterbus,unofficial feed with data quality improvements,NA,NA,NA,https://data.gtfs.be/dewaterbus/gtfs/be-dewaterbus-gtfs.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-antwerpen-dewaterbus-gtfs-1860.zip?alt=media,https://gtfs.be/,51.1431779315168,51.302229653616,4.286191463470459,4.5152118,2023-01-17T20:50:34Z,NA,NA,NA,NA,Antwerpen>DeWaterbus,Belgium>Antwerpen>DeWaterbus,1
1088,gtfs,NA,BE,Belgium,"Bruxelles-Capitale, Région De",Bruxelles,Société des Transports Intercommunaux de Bruxelles/Maatschappij voor het Intercommunaal Vervoer te Brussel (STIB/MIVB),NA,NA,NA,NA,https://stibmivb.opendatasoft.com/api/datasets/1.0/gtfs-files-production/alternative_exports/gtfszip/,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-bruxelles-capitale-societe-des-transports-intercommunaux-de-bruxellesmaatschappij-voor-het-intercommunaal-vervoer-te-brussel-stibmivb-gtfs-1088.zip?alt=media,https://stibmivb.opendatasoft.com/explore/dataset/gtfs-files-production/information/,50.765858,50.926445,4.26531,4.513476,2023-01-17T20:25:11Z,NA,NA,NA,NA,"Bruxelles-Capitale, Région De>Société des Transports Intercommunaux de Bruxelles/Maatschappij voor het Intercommunaal Vervoer te Brussel (STIB/MIVB)","Belgium>Bruxelles-Capitale, Région De>Société des Transports Intercommunaux de Bruxelles/Maatschappij voor het Intercommunaal Vervoer te Brussel (STIB/MIVB)",2
1857,gtfs,NA,BE,Belgium,"Bruxelles-Capitale, Région De",Bruxelles,Société des Transports Intercommunaux de Bruxelles/Maatschappij voor het Intercommunaal Vervoer te Brussel (STIB/MIVB),unofficial feed with data quality improvements,NA,NA,NA,https://data.gtfs.be/stib/gtfs/be-stib-gtfs.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-unknown-stib-mivb-gtfs-1857.zip?alt=media,https://gtfs.be,50.765858,50.926445,4.26531,4.513476,2023-01-17T21:31:48Z,NA,NA,NA,NA,"Bruxelles-Capitale, Région De>Société des Transports Intercommunaux de Bruxelles/Maatschappij voor het Intercommunaal Vervoer te Brussel (STIB/MIVB)","Belgium>Bruxelles-Capitale, Région De>Société des Transports Intercommunaux de Bruxelles/Maatschappij voor het Intercommunaal Vervoer te Brussel (STIB/MIVB)",2
1859,gtfs,NA,BE,Belgium,"Bruxelles-Capitale, Région De",Bruxelles,Société nationale des chemins de fer belges (NMBS-SNCB),unofficial feed with data quality improvements,NA,NA,NA,https://data.gtfs.be/sncb/gtfs/be-sncb-gtfs.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-unknown-sncb-gtfs-1859.zip?alt=media,https://gtfs.be/,49.55128,52.35,2.601966,6.133333,2023-01-17T20:45:17Z,NA,NA,NA,NA,"Bruxelles-Capitale, Région De>Société nationale des chemins de fer belges (NMBS-SNCB)","Belgium>Bruxelles-Capitale, Région De>Société nationale des chemins de fer belges (NMBS-SNCB)",1
1869,gtfs,NA,BE,Belgium,"Flamande, Région",NA,De Lijn,unofficial feed with data quality improvements,NA,NA,NA,https://data.gtfs.be/delijn/gtfs/be-delijn-gtfs.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-flamande-de-lijn-gtfs-1869.zip?alt=media,https://gtfs.be,50.6451,51.5605,2.58059,5.88695,2023-01-18T20:49:13Z,NA,NA,NA,NA,"Flamande, Région>De Lijn","Belgium>Flamande, Région>De Lijn",1
1212,gtfs,NA,BE,Belgium,NA,NA,Société Régionale Wallonne du Transport,NA,NA,NA,NA,http://opendata.tec-wl.be/Current%20GTFS/TEC-GTFS.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-unknown-societe-regionale-wallonne-du-transport-gtfs-1212.zip?alt=media,NA,49.506805,50.883023,2.87512,6.384263,2022-03-23T23:03:12Z,NA,NA,NA,NA,NA>Société Régionale Wallonne du Transport,Belgium>NA>Société Régionale Wallonne du Transport,1
686,gtfs,NA,BE,Belgium,NA,NA,Société nationale des chemins de fer belges (NMBS-SNCB),NA,NA,NA,NA,https://gtfs.irail.be/nmbs/gtfs/latest.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-unknown-societe-nationale-des-chemins-de-fer-belges-nmbs-sncb-gtfs-686.zip?alt=media,NA,48.86667,52.35,2.333333,6.133333,2022-03-16T22:03:50Z,NA,NA,NA,NA,NA>Société nationale des chemins de fer belges (NMBS-SNCB),Belgium>NA>Société nationale des chemins de fer belges (NMBS-SNCB),1
684,gtfs,NA,BE,Belgium,Vlaams Gewest,NA,De Lijn,NA,NA,info@delijn.be,NA,http://gtfs.irail.be/de-lijn/de_lijn-gtfs.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-vlaams-gewest-de-lijn-gtfs-684.zip?alt=media,NA,50.6451,51.5605,2.58059,5.88695,2022-03-16T22:03:20Z,NA,NA,NA,NA,Vlaams Gewest>De Lijn,Belgium>Vlaams Gewest>De Lijn,1
1868,gtfs,NA,BE,Belgium,"Wallonne, Région",NA,TEC,unofficial feed with data quality improvements,NA,NA,NA,https://data.gtfs.be/tec/gtfs/be-tec-gtfs.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-wallonne-tec-gtfs-1868.zip?alt=media,NA,NA,NA,NA,NA,2023-01-17T20:52:29Z,NA,NA,NA,NA,"Wallonne, Région>TEC","Belgium>Wallonne, Région>TEC",1
1863,gtfs,NA,BR,Brazil,Ceará,Fortaleza,Etufor,NA,NA,NA,NA,https://dados.fortaleza.ce.gov.br/dataset/51afc610-d48b-4fa8-8dea-9c65747148c7/resource/fc9109ec-48a9-4af3-a7c8-4909cc1e4ac0/download/exportacao.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-ceara-etufor-gtfs-1863.zip?alt=media,NA,NA,NA,NA,NA,2023-01-17T20:52:29Z,deprecated,fares-v1,2011,NA,Ceará>Etufor,Brazil>Ceará>Etufor,2
2011,gtfs,NA,BR,Brazil,Ceará,Fortaleza,Etufor,NA,NA,NA,NA,https://dados.fortaleza.ce.gov.br/dataset/51afc610-d48b-4fa8-8dea-9c65747148c7/resource/51e3d494-3b41-4328-a971-964e2cdd8a22/download/gtff-202311.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-ceara-etufor-gtfs-2011.zip?alt=media,https://dados.fortaleza.ce.gov.br/dataset/51afc610-d48b-4fa8-8dea-9c65747148c7/resource/51e3d494-3b41-4328-a971-964e2cdd8a22,-3.894503,-3.694365,-38.645151,-38.410797,2024-02-27T16:13:44Z,NA,NA,NA,NA,Ceará>Etufor,Brazil>Ceará>Etufor,2
1822,gtfs,NA,BR,Brazil,Ceará,Fortaleza,METROFOR,NA,NA,NA,NA,https://www.metrofor.ce.gov.br/wp-content/uploads/sites/32/2021/12/gtfs_metrofor.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-ceara-metrofor-gtfs-1822.zip?alt=media,https://www.metrofor.ce.gov.br/gtfs/,-3.8950133,-3.7192908,-38.6603147,-38.4770246,2022-09-01T16:25:40Z,deprecated,NA,2010,NA,Ceará>METROFOR,Brazil>Ceará>METROFOR,2
2010,gtfs,NA,BR,Brazil,Ceará,Fortaleza,METROFOR,NA,NA,NA,NA,https://www.metrofor.ce.gov.br/wp-content/uploads/sites/32/2023/12/gtfs_metrofor.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-ceara-metrofor-gtfs-2010.zip?alt=media,https://www.metrofor.ce.gov.br/gtfs/,-3.8950133,-3.7192908,-38.6603147,-38.4770246,2024-02-27T16:13:30Z,NA,NA,NA,NA,Ceará>METROFOR,Brazil>Ceará>METROFOR,2
9,gtfs,NA,BR,Brazil,Minas Gerais,Belo Horizonte,Empresa de Transportes e Transito de Belo Horizonte (BHTRANS),NA,NA,suporte@mobilibus.com,NA,https://ckan.pbh.gov.br/dataset/77764a7e-63fc-4111-ace3-fb7d3037953a/resource/f0fa78dc-74c3-49fa-8971-c310a76a07fa/download/gtfsfiles.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-minas-gerais-empresa-de-transportes-e-transito-de-belo-horizonte-bhtrans-gtfs-9.zip?alt=media,https://dados.pbh.gov.br/dataset/gtfs-estatico-do-sistema-convencional,-20.0284450406583,-19.7762119628908,-44.0594627202399,-43.8624469938131,2022-03-14T20:04:15Z,NA,fares-v1,NA,NA,Minas Gerais>Empresa de Transportes e Transito de Belo Horizonte (BHTRANS),Brazil>Minas Gerais>Empresa de Transportes e Transito de Belo Horizonte (BHTRANS),2
687,gtfs,NA,BR,Brazil,Minas Gerais,Belo Horizonte,Empresa de Transportes e Transito de Belo Horizonte (BHTRANS),Supplemental,NA,suporte@mobilibus.com.br,NA,https://ckan.pbh.gov.br/dataset/af0c47bb-5a82-4ae1-874f-e45dea1397ff/resource/b2a9341e-4471-45cc-a8c0-11be805590bc/download/gtfsfiles.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-minas-gerais-empresa-de-transportes-e-transito-de-belo-horizonte-bhtrans-gtfs-687.zip?alt=media,https://dados.pbh.gov.br/dataset/feed-gtfs-estatico-do-sistema-suplementar,-20.02215077788596,-19.7837028260423,-44.05937769694836,-43.881705475531,2022-03-16T22:03:59Z,NA,fares-v1,NA,NA,Minas Gerais>Empresa de Transportes e Transito de Belo Horizonte (BHTRANS),Brazil>Minas Gerais>Empresa de Transportes e Transito de Belo Horizonte (BHTRANS),2
1791,gtfs,NA,BR,Brazil,Rio De Janeiro,Rio de Janeiro,City Transport Secretary of Rio de Janeiro,Municipal buses from Rio de Janeiro,NA,guilherme.alves@rio.rj.gov.br,NA,https://www.arcgis.com/sharing/rest/content/items/8ffe62ad3b2f42e49814bf941654ea6c/data,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-rio-de-janeiro-city-transport-secretary-of-rio-de-janeiro-gtfs-1791.zip?alt=media,https://www.data.rio/datasets/gtfs-do-rio-de-janeiro/about,-23.06661203526691,-22.78487360554,-43.72196,-43.16081,2022-07-26T22:06:31Z,NA,fares-v1,NA,NA,Rio De Janeiro>City Transport Secretary of Rio de Janeiro,Brazil>Rio De Janeiro>City Transport Secretary of Rio de Janeiro,1
7,gtfs,NA,BR,Brazil,Rio Grande Do Sul,Porto Alegre,Empresa Publica de Transportes e Circulação (EPTC),NA,NA,NA,NA,https://dadosabertos.poa.br/dataset/1fe9c2c1-9fbe-48ea-841b-61e30597ecd6/resource/b3bce61f-78ee-49eb-be57-6236d82bd5e0/download/outputfiles.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-rio-grande-do-sul-empresa-publica-de-transportes-e-circulacao-eptc-gtfs-7.zip?alt=media,https://dadosabertos.poa.br/dataset/gtfs,-30.241904,-29.970497,-51.280762,-51.02079,2022-03-14T20:03:02Z,NA,NA,NA,NA,Rio Grande Do Sul>Empresa Publica de Transportes e Circulação (EPTC),Brazil>Rio Grande Do Sul>Empresa Publica de Transportes e Circulação (EPTC),1
930,gtfs,NA,BR,Brazil,Rio Grande Do Sul,Bagé,Prefeitura de Bage,NA,NA,NA,NA,https://github.com/rodrigowindows/GTFS/raw/master/GTFS_Bage.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-rio-grande-do-sul-prefeitura-de-bage-gtfs-930.zip?alt=media,NA,-31.3831,-31.265915,-54.1463327,-54.0173185,2022-03-17T18:20:36Z,inactive,NA,NA,NA,Rio Grande Do Sul>Prefeitura de Bage,Brazil>Rio Grande Do Sul>Prefeitura de Bage,1
8,gtfs,NA,BR,Brazil,São Paulo,São Paulo,São Paulo Transporte (SPTrans),NA,NA,NA,NA,https://www.sptrans.com.br/umbraco/Surface/PerfilDesenvolvedor/BaixarGTFS?memberName=sptrans,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-sao-paulo-sao-paulo-transporte-sptrans-gtfs-8.zip?alt=media,NA,-23.911109,-23.195643,-46.983928,-46.18493,2022-03-14T20:03:17Z,NA,NA,NA,NA,São Paulo>São Paulo Transporte (SPTrans),Brazil>São Paulo>São Paulo Transporte (SPTrans),1
1811,gtfs,NA,CM,Cameroon,Littoral,Douala,Douala Yellow Taxis,NA,NA,NA,NA,https://gitlab.com/digitaltransport/data/africa/douala/-/raw/master/GTFS-WIMT/GTFS-WIMT-Yellow_Taxi.zip?inline=false,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cm-littoral-douala-yellow-taxis-gtfs-1811.zip?alt=media,NA,3.999646242,4.10489559,9.616923442,9.805203,2022-08-08T20:05:07Z,inactive,fares-v1,NA,NA,Littoral>Douala Yellow Taxis,Cameroon>Littoral>Douala Yellow Taxis,1
